party,group_type,group,vote_share_weighted_valid,survey_year,survey_quarter,sample_confidence,n_valid_vote_unweighted,include_in_time_trend
Ένωση Κεντρώων,occupation_group,Δεν εργάζομαι,2.0761,2018,Q3,medium,289,True
ΑΝΕΛ,occupation_group,Δεν εργάζομαι,0.346,2018,Q3,medium,289,True
Ελληνική Λύση,occupation_group,Δεν εργάζομαι,3.8062,2018,Q3,medium,289,True
ΚΚΕ,occupation_group,Δεν εργάζομαι,3.4602,2018,Q3,medium,289,True
ΜέΡΑ25,occupation_group,Δεν εργάζομαι,1.3841,2018,Q3,medium,289,True
ΝΔ,occupation_group,Δεν εργάζομαι,35.9862,2018,Q3,medium,289,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,Δεν εργάζομαι,6.9204,2018,Q3,medium,289,True
Πλεύση Ελευθερίας,occupation_group,Δεν εργάζομαι,2.0761,2018,Q3,medium,289,True
ΣΥΡΙΖΑ,occupation_group,Δεν εργάζομαι,26.9896,2018,Q3,medium,289,True
Χρυσή Αυγή,occupation_group,Δεν εργάζομαι,10.3806,2018,Q3,medium,289,True
other_party,left_right_group,center,5.9701,2018,Q3,high,469,True
Ένωση Κεντρώων,left_right_group,center,1.919,2018,Q3,high,469,True
ΑΝΕΛ,left_right_group,center,0.6397,2018,Q3,high,469,True
Ελληνική Λύση,left_right_group,center,2.3454,2018,Q3,high,469,True
ΚΚΕ,left_right_group,center,0.8529,2018,Q3,high,469,True
ΜέΡΑ25,left_right_group,center,2.3454,2018,Q3,high,469,True
ΝΔ,left_right_group,center,40.7249,2018,Q3,high,469,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,center,7.8891,2018,Q3,high,469,True
Πλεύση Ελευθερίας,left_right_group,center,2.1322,2018,Q3,high,469,True
Ποτάμι,left_right_group,center,0.4264,2018,Q3,high,469,True
ΣΥΡΙΖΑ,left_right_group,center,29.6375,2018,Q3,high,469,True
Χρυσή Αυγή,left_right_group,center,5.1173,2018,Q3,high,469,True
other_party,left_right_group,left,5.1813,2018,Q3,medium,193,True
ΚΚΕ,left_right_group,left,21.2435,2018,Q3,medium,193,True
ΜέΡΑ25,left_right_group,left,3.1088,2018,Q3,medium,193,True
ΝΔ,left_right_group,left,2.0725,2018,Q3,medium,193,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,left,1.0363,2018,Q3,medium,193,True
Πλεύση Ελευθερίας,left_right_group,left,1.5544,2018,Q3,medium,193,True
ΣΥΡΙΖΑ,left_right_group,left,65.285,2018,Q3,medium,193,True
Χρυσή Αυγή,left_right_group,left,0.5181,2018,Q3,medium,193,True
other_party,left_right_group,right,4.6392,2018,Q3,medium,194,True
Ένωση Κεντρώων,left_right_group,right,1.0309,2018,Q3,medium,194,True
ΑΝΕΛ,left_right_group,right,0.5155,2018,Q3,medium,194,True
Ελληνική Λύση,left_right_group,right,7.732,2018,Q3,medium,194,True
ΚΚΕ,left_right_group,right,0.5155,2018,Q3,medium,194,True
ΝΔ,left_right_group,right,60.8247,2018,Q3,medium,194,True
ΠΑΣΟΚ/ΚΙΝΑΛ,left_right_group,right,0.5155,2018,Q3,medium,194,True
ΣΥΡΙΖΑ,left_right_group,right,3.0928,2018,Q3,medium,194,True
Χρυσή Αυγή,left_right_group,right,21.134,2018,Q3,medium,194,True
other_party,previous_vote_party,other_party,18.7097,2018,Q3,medium,155,True
Ένωση Κεντρώων,previous_vote_party,other_party,0.6452,2018,Q3,medium,155,True
Ελληνική Λύση,previous_vote_party,other_party,5.1613,2018,Q3,medium,155,True
ΚΚΕ,previous_vote_party,other_party,3.2258,2018,Q3,medium,155,True
ΜέΡΑ25,previous_vote_party,other_party,5.1613,2018,Q3,medium,155,True
ΝΔ,previous_vote_party,other_party,21.2903,2018,Q3,medium,155,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,other_party,16.129,2018,Q3,medium,155,True
Πλεύση Ελευθερίας,previous_vote_party,other_party,3.871,2018,Q3,medium,155,True
ΣΥΡΙΖΑ,previous_vote_party,other_party,22.5806,2018,Q3,medium,155,True
Χρυσή Αυγή,previous_vote_party,other_party,3.2258,2018,Q3,medium,155,True
other_party,previous_vote_party,Ένωση Κεντρώων,14.2857,2018,Q3,low,14,True
Ένωση Κεντρώων,previous_vote_party,Ένωση Κεντρώων,28.5714,2018,Q3,low,14,True
Ελληνική Λύση,previous_vote_party,Ένωση Κεντρώων,7.1429,2018,Q3,low,14,True
ΜέΡΑ25,previous_vote_party,Ένωση Κεντρώων,7.1429,2018,Q3,low,14,True
ΝΔ,previous_vote_party,Ένωση Κεντρώων,21.4286,2018,Q3,low,14,True
ΣΥΡΙΖΑ,previous_vote_party,Ένωση Κεντρώων,7.1429,2018,Q3,low,14,True
Χρυσή Αυγή,previous_vote_party,Ένωση Κεντρώων,14.2857,2018,Q3,low,14,True
other_party,previous_vote_party,ΑΝΕΛ,8.3333,2018,Q3,low,36,True
Ένωση Κεντρώων,previous_vote_party,ΑΝΕΛ,5.5556,2018,Q3,low,36,True
ΑΝΕΛ,previous_vote_party,ΑΝΕΛ,5.5556,2018,Q3,low,36,True
Ελληνική Λύση,previous_vote_party,ΑΝΕΛ,16.6667,2018,Q3,low,36,True
ΜέΡΑ25,previous_vote_party,ΑΝΕΛ,2.7778,2018,Q3,low,36,True
ΝΔ,previous_vote_party,ΑΝΕΛ,33.3333,2018,Q3,low,36,True
Πλεύση Ελευθερίας,previous_vote_party,ΑΝΕΛ,2.7778,2018,Q3,low,36,True
ΣΥΡΙΖΑ,previous_vote_party,ΑΝΕΛ,16.6667,2018,Q3,low,36,True
Χρυσή Αυγή,previous_vote_party,ΑΝΕΛ,8.3333,2018,Q3,low,36,True
other_party,previous_vote_party,ΚΚΕ,7.2727,2018,Q3,low,55,True
ΚΚΕ,previous_vote_party,ΚΚΕ,67.2727,2018,Q3,low,55,True
ΜέΡΑ25,previous_vote_party,ΚΚΕ,1.8182,2018,Q3,low,55,True
ΝΔ,previous_vote_party,ΚΚΕ,3.6364,2018,Q3,low,55,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΚΚΕ,1.8182,2018,Q3,low,55,True
Πλεύση Ελευθερίας,previous_vote_party,ΚΚΕ,1.8182,2018,Q3,low,55,True
ΣΥΡΙΖΑ,previous_vote_party,ΚΚΕ,16.3636,2018,Q3,low,55,True
other_party,previous_vote_party,ΝΔ,1.6736,2018,Q3,medium,239,True
Ένωση Κεντρώων,previous_vote_party,ΝΔ,0.4184,2018,Q3,medium,239,True
ΑΝΕΛ,previous_vote_party,ΝΔ,0.4184,2018,Q3,medium,239,True
Ελληνική Λύση,previous_vote_party,ΝΔ,0.8368,2018,Q3,medium,239,True
ΚΚΕ,previous_vote_party,ΝΔ,0.8368,2018,Q3,medium,239,True
ΝΔ,previous_vote_party,ΝΔ,81.1715,2018,Q3,medium,239,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΝΔ,0.4184,2018,Q3,medium,239,True
ΣΥΡΙΖΑ,previous_vote_party,ΝΔ,11.7155,2018,Q3,medium,239,True
Χρυσή Αυγή,previous_vote_party,ΝΔ,2.5105,2018,Q3,medium,239,True
ΝΔ,previous_vote_party,Ποτάμι,50.0,2018,Q3,low,26,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,Ποτάμι,7.6923,2018,Q3,low,26,True
Ποτάμι,previous_vote_party,Ποτάμι,7.6923,2018,Q3,low,26,True
ΣΥΡΙΖΑ,previous_vote_party,Ποτάμι,34.6154,2018,Q3,low,26,True
other_party,previous_vote_party,ΣΥΡΙΖΑ,3.6765,2018,Q3,medium,272,True
Ένωση Κεντρώων,previous_vote_party,ΣΥΡΙΖΑ,0.7353,2018,Q3,medium,272,True
ΑΝΕΛ,previous_vote_party,ΣΥΡΙΖΑ,0.3676,2018,Q3,medium,272,True
Ελληνική Λύση,previous_vote_party,ΣΥΡΙΖΑ,1.8382,2018,Q3,medium,272,True
ΚΚΕ,previous_vote_party,ΣΥΡΙΖΑ,1.1029,2018,Q3,medium,272,True
ΜέΡΑ25,previous_vote_party,ΣΥΡΙΖΑ,1.8382,2018,Q3,medium,272,True
ΝΔ,previous_vote_party,ΣΥΡΙΖΑ,14.7059,2018,Q3,medium,272,True
ΠΑΣΟΚ/ΚΙΝΑΛ,previous_vote_party,ΣΥΡΙΖΑ,3.6765,2018,Q3,medium,272,True
Πλεύση Ελευθερίας,previous_vote_party,ΣΥΡΙΖΑ,1.1029,2018,Q3,medium,272,True
ΣΥΡΙΖΑ,previous_vote_party,ΣΥΡΙΖΑ,66.9118,2018,Q3,medium,272,True
Χρυσή Αυγή,previous_vote_party,ΣΥΡΙΖΑ,4.0441,2018,Q3,medium,272,True
other_party,previous_vote_party,Χρυσή Αυγή,7.1429,2018,Q3,low,56,True
Ελληνική Λύση,previous_vote_party,Χρυσή Αυγή,3.5714,2018,Q3,low,56,True
ΝΔ,previous_vote_party,Χρυσή Αυγή,8.9286,2018,Q3,low,56,True
Χρυσή Αυγή,previous_vote_party,Χρυσή Αυγή,80.3571,2018,Q3,low,56,True
ΝΔ,region_group,01,42.8571,2018,Q3,low,7,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,01,14.2857,2018,Q3,low,7,True
ΣΥΡΙΖΑ,region_group,01,14.2857,2018,Q3,low,7,True
Χρυσή Αυγή,region_group,01,28.5714,2018,Q3,low,7,True
ΝΔ,region_group,02,50.0,2018,Q3,low,2,True
ΣΥΡΙΖΑ,region_group,02,50.0,2018,Q3,low,2,True
other_party,region_group,03,33.3333,2018,Q3,low,3,True
ΣΥΡΙΖΑ,region_group,03,33.3333,2018,Q3,low,3,True
Χρυσή Αυγή,region_group,03,33.3333,2018,Q3,low,3,True
ΜέΡΑ25,region_group,04,50.0,2018,Q3,low,2,True
ΣΥΡΙΖΑ,region_group,04,50.0,2018,Q3,low,2,True
ΝΔ,region_group,05,100.0,2018,Q3,low,1,True
ΝΔ,region_group,06,50.0,2018,Q3,low,2,True
ΣΥΡΙΖΑ,region_group,06,50.0,2018,Q3,low,2,True
ΑΝΕΛ,region_group,07,14.2857,2018,Q3,low,7,True
ΜέΡΑ25,region_group,07,14.2857,2018,Q3,low,7,True
ΝΔ,region_group,07,28.5714,2018,Q3,low,7,True
ΣΥΡΙΖΑ,region_group,07,14.2857,2018,Q3,low,7,True
Χρυσή Αυγή,region_group,07,28.5714,2018,Q3,low,7,True
Ένωση Κεντρώων,region_group,09,50.0,2018,Q3,low,2,True
ΣΥΡΙΖΑ,region_group,09,50.0,2018,Q3,low,2,True
ΜέΡΑ25,region_group,11,14.2857,2018,Q3,low,7,True
ΝΔ,region_group,11,57.1429,2018,Q3,low,7,True
ΣΥΡΙΖΑ,region_group,11,28.5714,2018,Q3,low,7,True
ΜέΡΑ25,region_group,12,33.3333,2018,Q3,low,3,True
ΝΔ,region_group,12,33.3333,2018,Q3,low,3,True
Χρυσή Αυγή,region_group,12,33.3333,2018,Q3,low,3,True
other_party,region_group,13,6.1069,2018,Q3,medium,131,True
Ένωση Κεντρώων,region_group,13,0.7634,2018,Q3,medium,131,True
ΑΝΕΛ,region_group,13,0.7634,2018,Q3,medium,131,True
Ελληνική Λύση,region_group,13,3.8168,2018,Q3,medium,131,True
ΚΚΕ,region_group,13,4.5802,2018,Q3,medium,131,True
ΜέΡΑ25,region_group,13,0.7634,2018,Q3,medium,131,True
ΝΔ,region_group,13,37.4046,2018,Q3,medium,131,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,13,3.8168,2018,Q3,medium,131,True
Πλεύση Ελευθερίας,region_group,13,3.0534,2018,Q3,medium,131,True
ΣΥΡΙΖΑ,region_group,13,31.2977,2018,Q3,medium,131,True
Χρυσή Αυγή,region_group,13,7.6336,2018,Q3,medium,131,True
other_party,region_group,14,25.0,2018,Q3,low,4,True
ΝΔ,region_group,14,25.0,2018,Q3,low,4,True
ΣΥΡΙΖΑ,region_group,14,25.0,2018,Q3,low,4,True
Χρυσή Αυγή,region_group,14,25.0,2018,Q3,low,4,True
ΣΥΡΙΖΑ,region_group,17,50.0,2018,Q3,low,2,True
Χρυσή Αυγή,region_group,17,50.0,2018,Q3,low,2,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,20,66.6667,2018,Q3,low,3,True
ΣΥΡΙΖΑ,region_group,20,33.3333,2018,Q3,low,3,True
Ελληνική Λύση,region_group,21,28.5714,2018,Q3,low,7,True
ΝΔ,region_group,21,57.1429,2018,Q3,low,7,True
ΣΥΡΙΖΑ,region_group,21,14.2857,2018,Q3,low,7,True
ΚΚΕ,region_group,22,12.5,2018,Q3,low,8,True
ΝΔ,region_group,22,37.5,2018,Q3,low,8,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,22,12.5,2018,Q3,low,8,True
ΣΥΡΙΖΑ,region_group,22,25.0,2018,Q3,low,8,True
Χρυσή Αυγή,region_group,22,12.5,2018,Q3,low,8,True
ΝΔ,region_group,24,66.6667,2018,Q3,low,3,True
Χρυσή Αυγή,region_group,24,33.3333,2018,Q3,low,3,True
other_party,region_group,25,14.2857,2018,Q3,low,7,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,25,14.2857,2018,Q3,low,7,True
ΣΥΡΙΖΑ,region_group,25,71.4286,2018,Q3,low,7,True
ΚΚΕ,region_group,27,33.3333,2018,Q3,low,3,True
Χρυσή Αυγή,region_group,27,66.6667,2018,Q3,low,3,True
Χρυσή Αυγή,region_group,28,100.0,2018,Q3,low,1,True
ΝΔ,region_group,29,66.6667,2018,Q3,low,3,True
ΣΥΡΙΖΑ,region_group,29,33.3333,2018,Q3,low,3,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,33,100.0,2018,Q3,low,1,True
ΚΚΕ,region_group,34,14.2857,2018,Q3,low,7,True
ΝΔ,region_group,34,14.2857,2018,Q3,low,7,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,34,14.2857,2018,Q3,low,7,True
ΣΥΡΙΖΑ,region_group,34,42.8571,2018,Q3,low,7,True
Χρυσή Αυγή,region_group,34,14.2857,2018,Q3,low,7,True
other_party,region_group,35,7.0632,2018,Q3,high,538,True
Ένωση Κεντρώων,region_group,35,1.3011,2018,Q3,high,538,True
ΑΝΕΛ,region_group,35,0.1859,2018,Q3,high,538,True
Ελληνική Λύση,region_group,35,3.3457,2018,Q3,high,538,True
ΚΚΕ,region_group,35,5.3903,2018,Q3,high,538,True
ΜέΡΑ25,region_group,35,2.0446,2018,Q3,high,538,True
ΝΔ,region_group,35,36.6171,2018,Q3,high,538,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,35,3.9033,2018,Q3,high,538,True
Πλεύση Ελευθερίας,region_group,35,0.9294,2018,Q3,high,538,True
Ποτάμι,region_group,35,0.1859,2018,Q3,high,538,True
ΣΥΡΙΖΑ,region_group,35,31.7844,2018,Q3,high,538,True
Χρυσή Αυγή,region_group,35,7.2491,2018,Q3,high,538,True
ΝΔ,region_group,36,100.0,2018,Q3,low,2,True
Ένωση Κεντρώων,region_group,37,20.0,2018,Q3,low,5,True
ΝΔ,region_group,37,60.0,2018,Q3,low,5,True
ΣΥΡΙΖΑ,region_group,37,20.0,2018,Q3,low,5,True
Ένωση Κεντρώων,region_group,38,11.1111,2018,Q3,low,9,True
ΝΔ,region_group,38,11.1111,2018,Q3,low,9,True
Πλεύση Ελευθερίας,region_group,38,11.1111,2018,Q3,low,9,True
ΣΥΡΙΖΑ,region_group,38,44.4444,2018,Q3,low,9,True
Χρυσή Αυγή,region_group,38,22.2222,2018,Q3,low,9,True
ΚΚΕ,region_group,39,14.2857,2018,Q3,low,7,True
ΝΔ,region_group,39,71.4286,2018,Q3,low,7,True
ΣΥΡΙΖΑ,region_group,39,14.2857,2018,Q3,low,7,True
other_party,region_group,40,14.2857,2018,Q3,low,7,True
ΝΔ,region_group,40,28.5714,2018,Q3,low,7,True
ΣΥΡΙΖΑ,region_group,40,42.8571,2018,Q3,low,7,True
Χρυσή Αυγή,region_group,40,14.2857,2018,Q3,low,7,True
other_party,region_group,41,50.0,2018,Q3,low,2,True
ΣΥΡΙΖΑ,region_group,41,50.0,2018,Q3,low,2,True
other_party,region_group,42,25.0,2018,Q3,low,4,True
Ελληνική Λύση,region_group,42,25.0,2018,Q3,low,4,True
ΝΔ,region_group,42,25.0,2018,Q3,low,4,True
Χρυσή Αυγή,region_group,42,25.0,2018,Q3,low,4,True
ΝΔ,region_group,44,33.3333,2018,Q3,low,3,True
ΣΥΡΙΖΑ,region_group,44,66.6667,2018,Q3,low,3,True
ΚΚΕ,region_group,45,11.1111,2018,Q3,low,9,True
ΝΔ,region_group,45,66.6667,2018,Q3,low,9,True
Ποτάμι,region_group,45,11.1111,2018,Q3,low,9,True
ΣΥΡΙΖΑ,region_group,45,11.1111,2018,Q3,low,9,True
other_party,region_group,46,33.3333,2018,Q3,low,3,True
ΝΔ,region_group,46,33.3333,2018,Q3,low,3,True
ΣΥΡΙΖΑ,region_group,46,33.3333,2018,Q3,low,3,True
other_party,region_group,47,11.1111,2018,Q3,low,9,True
ΝΔ,region_group,47,11.1111,2018,Q3,low,9,True
ΠΑΣΟΚ/ΚΙΝΑΛ,region_group,47,22.2222,2018,Q3,low,9,True
ΣΥΡΙΖΑ,region_group,47,33.3333,2018,Q3,low,9,True
Χρυσή Αυγή,region_group,47,22.2222,2018,Q3,low,9,True
ΣΥΡΙΖΑ,region_group,48,100.0,2018,Q3,low,1,True
ΝΔ,region_group,49,40.0,2018,Q3,low,5,True
ΣΥΡΙΖΑ,region_group,49,40.0,2018,Q3,low,5,True
Χρυσή Αυγή,region_group,49,20.0,2018,Q3,low,5,True
ΚΚΕ,region_group,50,20.0,2018,Q3,low,5,True
ΝΔ,region_group,50,20.0,2018,Q3,low,5,True
ΣΥΡΙΖΑ,region_group,50,40.0,2018,Q3,low,5,True
Χρυσή Αυγή,region_group,50,20.0,2018,Q3,low,5,True
ΝΔ,region_group,51,100.0,2018,Q3,low,1,True
ΣΥΡΙΖΑ,region_group,NY,100.0,2018,Q3,low,1,True
other_party,gender,female,6.5113,2019,Q2,high,819,True
Ένωση Κεντρώων,gender,female,1.2081,2019,Q2,high,819,True
ΑΝΕΛ,gender,female,0.3635,2019,Q2,high,819,True
Ελληνική Λύση,gender,female,1.2496,2019,Q2,high,819,True
ΚΚΕ,gender,female,5.5175,2019,Q2,high,819,True
ΜέΡΑ25,gender,female,0.6134,2019,Q2,high,819,True
ΝΔ,gender,female,35.1805,2019,Q2,high,819,True
ΠΑΣΟΚ/ΚΙΝΑΛ,gender,female,6.3391,2019,Q2,high,819,True
Πλεύση Ελευθερίας,gender,female,1.8691,2019,Q2,high,819,True
Ποτάμι,gender,female,1.3068,2019,Q2,high,819,True
ΣΥΡΙΖΑ,gender,female,32.2763,2019,Q2,high,819,True
Χρυσή Αυγή,gender,female,7.5647,2019,Q2,high,819,True
other_party,gender,male,8.7624,2019,Q2,high,884,True
Ένωση Κεντρώων,gender,male,1.6303,2019,Q2,high,884,True
ΑΝΕΛ,gender,male,0.7114,2019,Q2,high,884,True
Ελληνική Λύση,gender,male,2.1723,2019,Q2,high,884,True
ΚΚΕ,gender,male,4.2104,2019,Q2,high,884,True
ΜέΡΑ25,gender,male,1.2505,2019,Q2,high,884,True
ΝΔ,gender,male,32.3055,2019,Q2,high,884,True
ΠΑΣΟΚ/ΚΙΝΑΛ,gender,male,10.642,2019,Q2,high,884,True
Πλεύση Ελευθερίας,gender,male,1.1411,2019,Q2,high,884,True
Ποτάμι,gender,male,1.1967,2019,Q2,high,884,True
ΣΥΡΙΖΑ,gender,male,25.6225,2019,Q2,high,884,True
Χρυσή Αυγή,gender,male,10.3549,2019,Q2,high,884,True
other_party,age_group,18-24,7.694,2019,Q2,medium,177,True
Ένωση Κεντρώων,age_group,18-24,3.5338,2019,Q2,medium,177,True
Ελληνική Λύση,age_group,18-24,1.4915,2019,Q2,medium,177,True
ΚΚΕ,age_group,18-24,12.8622,2019,Q2,medium,177,True
ΜέΡΑ25,age_group,18-24,2.5008,2019,Q2,medium,177,True
ΝΔ,age_group,18-24,26.5814,2019,Q2,medium,177,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,18-24,3.6069,2019,Q2,medium,177,True
Πλεύση Ελευθερίας,age_group,18-24,3.0616,2019,Q2,medium,177,True
Ποτάμι,age_group,18-24,1.0193,2019,Q2,medium,177,True
ΣΥΡΙΖΑ,age_group,18-24,19.3652,2019,Q2,medium,177,True
Χρυσή Αυγή,age_group,18-24,18.2835,2019,Q2,medium,177,True
other_party,age_group,25-39,9.5804,2019,Q2,high,356,True
Ένωση Κεντρώων,age_group,25-39,2.0044,2019,Q2,high,356,True
ΑΝΕΛ,age_group,25-39,1.2009,2019,Q2,high,356,True
Ελληνική Λύση,age_group,25-39,1.4647,2019,Q2,high,356,True
ΚΚΕ,age_group,25-39,5.7502,2019,Q2,high,356,True
ΜέΡΑ25,age_group,25-39,0.8692,2019,Q2,high,356,True
ΝΔ,age_group,25-39,30.4423,2019,Q2,high,356,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,25-39,4.5744,2019,Q2,high,356,True
Πλεύση Ελευθερίας,age_group,25-39,1.4537,2019,Q2,high,356,True
Ποτάμι,age_group,25-39,1.1899,2019,Q2,high,356,True
ΣΥΡΙΖΑ,age_group,25-39,30.0053,2019,Q2,high,356,True
Χρυσή Αυγή,age_group,25-39,11.4648,2019,Q2,high,356,True
other_party,age_group,40-54,8.4315,2019,Q2,high,431,True
Ένωση Κεντρώων,age_group,40-54,1.1643,2019,Q2,high,431,True
ΑΝΕΛ,age_group,40-54,0.6426,2019,Q2,high,431,True
Ελληνική Λύση,age_group,40-54,1.7477,2019,Q2,high,431,True
ΚΚΕ,age_group,40-54,5.3579,2019,Q2,high,431,True
ΜέΡΑ25,age_group,40-54,0.6736,2019,Q2,high,431,True
ΝΔ,age_group,40-54,35.0132,2019,Q2,high,431,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,40-54,4.2605,2019,Q2,high,431,True
Πλεύση Ελευθερίας,age_group,40-54,1.4664,2019,Q2,high,431,True
Ποτάμι,age_group,40-54,1.5102,2019,Q2,high,431,True
ΣΥΡΙΖΑ,age_group,40-54,29.2312,2019,Q2,high,431,True
Χρυσή Αυγή,age_group,40-54,10.5007,2019,Q2,high,431,True
other_party,age_group,55+,6.293,2019,Q2,high,739,True
Ένωση Κεντρώων,age_group,55+,0.9199,2019,Q2,high,739,True
ΑΝΕΛ,age_group,55+,0.3038,2019,Q2,high,739,True
Ελληνική Λύση,age_group,55+,1.8825,2019,Q2,high,739,True
ΚΚΕ,age_group,55+,2.313,2019,Q2,high,739,True
ΜέΡΑ25,age_group,55+,0.845,2019,Q2,high,739,True
ΝΔ,age_group,55+,35.6291,2019,Q2,high,739,True
ΠΑΣΟΚ/ΚΙΝΑΛ,age_group,55+,14.6389,2019,Q2,high,739,True
Πλεύση Ελευθερίας,age_group,55+,1.1843,2019,Q2,high,739,True
Ποτάμι,age_group,55+,1.129,2019,Q2,high,739,True
ΣΥΡΙΖΑ,age_group,55+,30.0304,2019,Q2,high,739,True
Χρυσή Αυγή,age_group,55+,4.8312,2019,Q2,high,739,True
other_party,education_group,high_education,8.6604,2019,Q2,high,837,True
Ένωση Κεντρώων,education_group,high_education,0.878,2019,Q2,high,837,True
ΑΝΕΛ,education_group,high_education,0.7679,2019,Q2,high,837,True
Ελληνική Λύση,education_group,high_education,1.5965,2019,Q2,high,837,True
ΚΚΕ,education_group,high_education,5.1794,2019,Q2,high,837,True
ΜέΡΑ25,education_group,high_education,1.0818,2019,Q2,high,837,True
ΝΔ,education_group,high_education,31.9742,2019,Q2,high,837,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,high_education,9.6104,2019,Q2,high,837,True
Πλεύση Ελευθερίας,education_group,high_education,0.8405,2019,Q2,high,837,True
Ποτάμι,education_group,high_education,2.0,2019,Q2,high,837,True
ΣΥΡΙΖΑ,education_group,high_education,32.3966,2019,Q2,high,837,True
Χρυσή Αυγή,education_group,high_education,5.0143,2019,Q2,high,837,True
other_party,education_group,low_education,5.9365,2019,Q2,medium,134,True
Ένωση Κεντρώων,education_group,low_education,2.1114,2019,Q2,medium,134,True
ΑΝΕΛ,education_group,low_education,0.6533,2019,Q2,medium,134,True
Ελληνική Λύση,education_group,low_education,1.8273,2019,Q2,medium,134,True
ΚΚΕ,education_group,low_education,3.0246,2019,Q2,medium,134,True
ΝΔ,education_group,low_education,29.5285,2019,Q2,medium,134,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,low_education,10.5157,2019,Q2,medium,134,True
Πλεύση Ελευθερίας,education_group,low_education,1.3832,2019,Q2,medium,134,True
ΣΥΡΙΖΑ,education_group,low_education,26.7159,2019,Q2,medium,134,True
Χρυσή Αυγή,education_group,low_education,18.3036,2019,Q2,medium,134,True
other_party,education_group,medium_education,7.1213,2019,Q2,high,699,True
Ένωση Κεντρώων,education_group,medium_education,2.0284,2019,Q2,high,699,True
ΑΝΕΛ,education_group,medium_education,0.2781,2019,Q2,high,699,True
Ελληνική Λύση,education_group,medium_education,1.7445,2019,Q2,high,699,True
ΚΚΕ,education_group,medium_education,4.6007,2019,Q2,high,699,True
ΜέΡΑ25,education_group,medium_education,0.9994,2019,Q2,high,699,True
ΝΔ,education_group,medium_education,36.5868,2019,Q2,high,699,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,medium_education,7.0874,2019,Q2,high,699,True
Πλεύση Ελευθερίας,education_group,medium_education,2.1957,2019,Q2,high,699,True
Ποτάμι,education_group,medium_education,0.6325,2019,Q2,high,699,True
ΣΥΡΙΖΑ,education_group,medium_education,25.0771,2019,Q2,high,699,True
Χρυσή Αυγή,education_group,medium_education,11.648,2019,Q2,high,699,True
other_party,education_group,Δε θέλω να απαντήσω,1.1743,2019,Q2,low,32,True
Ελληνική Λύση,education_group,Δε θέλω να απαντήσω,4.7313,2019,Q2,low,32,True
ΚΚΕ,education_group,Δε θέλω να απαντήσω,8.783,2019,Q2,low,32,True
ΝΔ,education_group,Δε θέλω να απαντήσω,33.6924,2019,Q2,low,32,True
ΠΑΣΟΚ/ΚΙΝΑΛ,education_group,Δε θέλω να απαντήσω,5.9953,2019,Q2,low,32,True
Πλεύση Ελευθερίας,education_group,Δε θέλω να απαντήσω,3.8786,2019,Q2,low,32,True
ΣΥΡΙΖΑ,education_group,Δε θέλω να απαντήσω,21.7491,2019,Q2,low,32,True
Χρυσή Αυγή,education_group,Δε θέλω να απαντήσω,19.996,2019,Q2,low,32,True
other_party,occupation_group,homemaker,8.8101,2019,Q2,low,58,True
Ένωση Κεντρώων,occupation_group,homemaker,3.7141,2019,Q2,low,58,True
Ελληνική Λύση,occupation_group,homemaker,4.2026,2019,Q2,low,58,True
ΚΚΕ,occupation_group,homemaker,3.6393,2019,Q2,low,58,True
ΝΔ,occupation_group,homemaker,40.3181,2019,Q2,low,58,True
ΠΑΣΟΚ/ΚΙΝΑΛ,occupation_group,homemaker,5.25,2019,Q2,low,58,True
Πλεύση Ελευθερίας,occupation_group,homemaker,2.4864,2019,Q2,low,58,True
ΣΥΡΙΖΑ,occupation_group,homemaker,15.8258,2019,Q2,low,58,True
Χρυσή Αυγή,occupation_group,homemaker,15.7536,2019,Q2,low,58,True
other_party,occupation_group,private_sector,8.2055,2019,Q2,high,300,True
Ένωση Κεντρώων,occupation_group,private_sector,2.1108,2019,Q2,high,300,True
Ελληνική Λύση,occupation_group,private_sector,1.3645,2019,Q2,high,300,True
ΚΚΕ,occupation_group,private_sector,7.7771,2019,Q2,high,300,True
